HttpVerb,RouteTemplate,ControllerFile,MethodName,Status,FrontendMethod,FrontendRouteLiteral,FrontendFile,Note
POST,api/clinic/visits/{visitId:guid}/prescriptions/{prescriptionId:guid}/partner-order,PrescriptionsController.cs,CreatePartnerOrder,wired,POST,/api/clinic/visits/${visitId}/prescriptions/${prescriptionId}/partner-order,Frontend/actions/prescription/create-prescription-partner-order.ts:24,matched method and normalized route in actions
PUT,api/clinic/visits/{visitId:guid}/prescriptions/{id:guid},PrescriptionsController.cs,Update,wired,PUT,/api/clinic/visits/${visitId}/prescriptions/${prescriptionId},Frontend/actions/prescription/update-prescription.ts:14,matched method and normalized route in actions
DELETE,api/clinic/visits/{visitId:guid}/prescriptions/{id:guid},PrescriptionsController.cs,Delete,wired,DELETE,/api/clinic/visits/${visitId}/prescriptions/${prescriptionId},Frontend/actions/prescription/delete-prescription.ts:12,matched method and normalized route in actions
GET,api/clinic/visits/{visitId:guid}/prescriptions,PrescriptionsController.cs,GetByVisit,wired,GET,/api/clinic/visits/${visitId}/prescriptions,Frontend/actions/prescription/prescriptions.ts:11,matched method and normalized route in actions
GET,api/clinic/visits/{visitId:guid}/prescriptions/{id:guid}/revisions,PrescriptionsController.cs,GetRevisions,wired,GET,/api/clinic/visits/${visitId}/prescriptions/${prescriptionId}/revisions,Frontend/actions/prescription/prescriptions.ts:23,matched method and normalized route in actions
GET,api/public/{slug}/landing,PublicController.cs,GetLanding,wired,GET,/api/public/${slug}/landing,Frontend/actions/public/landing.ts:17,matched method and normalized route in actions
GET,api/public/{slug}/clinic,PublicController.cs,GetClinicProfile,wired,GET,/api/public/${slug}/clinic,Frontend/actions/public/landing.ts:24,matched method and normalized route in actions
GET,api/public/{slug}/doctors,PublicController.cs,GetDoctors,wired,GET,/api/public/${slug}/doctors,Frontend/actions/public/landing.ts:31,matched method and normalized route in actions
GET,api/public/{slug}/doctors/available-now,PublicController.cs,GetAvailableDoctorsNow,wired,GET,/api/public/${slug}/doctors/available-now,Frontend/actions/public/landing.ts:40,matched method and normalized route in actions
GET,api/public/{slug}/services,PublicController.cs,GetServices,wired,GET,/api/public/${slug}/services,Frontend/actions/public/landing.ts:47,matched method and normalized route in actions
GET,api/public/{slug}/payment-options,PublicController.cs,GetPaymentOptions,wired,GET,/api/public/${slug}/payment-options,Frontend/actions/public/landing.ts:56,matched method and normalized route in actions
GET,api/public/{slug}/marketplace/items,PublicController.cs,GetMarketplaceItems,wired,GET,/api/public/${slug}/marketplace/items,Frontend/actions/public/landing.ts:88,matched method and normalized route in actions
GET,api/public/{slug}/marketplace/items/{itemId:guid},PublicController.cs,GetMarketplaceItemById,wired,GET,/api/public/${slug}/marketplace/items/${itemId},Frontend/actions/public/landing.ts:98,matched method and normalized route in actions
POST,api/public/{slug}/marketplace/orders,PublicController.cs,CreateMarketplaceOrder,wired,POST,/api/public/${slug}/marketplace/orders,Frontend/actions/public/landing.ts:114,matched method and normalized route in actions
GET,api/public/{slug}/working-hours,PublicController.cs,GetWorkingHours,wired,GET,/api/public/${slug}/working-hours,Frontend/actions/public/landing.ts:65,matched method and normalized route in actions
GET,api/clinic/queue/board,QueueBoardController.cs,GetBoard,wired,GET,/api/clinic/queue/board,Frontend/actions/queue/queue-board.ts:7,matched method and normalized route in actions
GET,api/clinic/queue/my-queue,QueueBoardController.cs,GetMyQueue,wired,GET,/api/clinic/queue/my-queue,Frontend/actions/doctor/get-my-queue.ts:11,matched method and normalized route in actions
GET,api/clinic/queue/my-ticket,QueueBoardController.cs,GetMyTicket,wired,GET,/api/clinic/queue/my-ticket,Frontend/actions/patient-app/get-my-ticket.ts:10,matched method and normalized route in actions
POST,api/clinic/queue/sessions,QueueSessionsController.cs,OpenSession,wired,POST,/api/clinic/queue/sessions,Frontend/actions/queue/open-my-session.ts:45,matched method and normalized route in actions
POST,api/clinic/queue/sessions/{id:guid}/close,QueueSessionsController.cs,CloseSession,wired,POST,/api/clinic/queue/sessions/${sessionId}/close,Frontend/actions/queue/sessions.ts:30,matched method and normalized route in actions
POST,api/clinic/queue/sessions/close-all,QueueSessionsController.cs,CloseAllSessions,wired,POST,/api/clinic/queue/sessions/close-all,Frontend/actions/queue/sessions.ts:45,matched method and normalized route in actions
GET,api/clinic/queue/sessions,QueueSessionsController.cs,GetSessions,wired,GET,/api/clinic/queue/sessions,Frontend/actions/queue/sessions.ts:64,matched method and normalized route in actions
GET,api/clinic/queue/sessions/{id:guid},QueueSessionsController.cs,GetSession,wired,GET,/api/clinic/queue/sessions/${sessionId},Frontend/actions/queue/sessions.ts:75,matched method and normalized route in actions
GET,api/clinic/queue/sessions/{id:guid}/tickets,QueueSessionsController.cs,GetTickets,wired,GET,/api/clinic/queue/sessions/${sessionId}/tickets,Frontend/actions/queue/sessions.ts:86,matched method and normalized route in actions
POST,api/clinic/queue/tickets,QueueTicketsController.cs,IssueTicket,wired,POST,/api/clinic/queue/tickets,Frontend/actions/queue/tickets.ts:33,matched method and normalized route in actions
POST,api/clinic/queue/tickets/with-payment,QueueTicketsController.cs,IssueTicketWithPayment,wired,POST,/api/clinic/queue/tickets/with-payment,Frontend/actions/queue/tickets.ts:12,matched method and normalized route in actions
POST,api/clinic/queue/tickets/{id:guid}/call,QueueTicketsController.cs,CallTicket,wired,POST,/api/clinic/queue/tickets/${ticketId}/call,Frontend/actions/queue/tickets.ts:88,matched method and normalized route in actions
POST,api/clinic/queue/tickets/{id:guid}/start-visit,QueueTicketsController.cs,StartVisit,wired,POST,/api/clinic/queue/tickets/${ticketId}/start-visit,Frontend/actions/queue/tickets.ts:105,matched method and normalized route in actions
POST,api/clinic/queue/tickets/{id:guid}/finish,QueueTicketsController.cs,FinishTicket,wired,POST,/api/clinic/queue/tickets/${ticketId}/finish,Frontend/actions/queue/tickets.ts:125,matched method and normalized route in actions
POST,api/clinic/queue/tickets/{id:guid}/skip,QueueTicketsController.cs,SkipTicket,wired,POST,/api/clinic/queue/tickets/${ticketId}/skip,Frontend/actions/queue/tickets.ts:142,matched method and normalized route in actions
POST,api/clinic/queue/tickets/{id:guid}/cancel,QueueTicketsController.cs,CancelTicket,wired,POST,/api/clinic/queue/tickets/${ticketId}/cancel,Frontend/actions/queue/tickets.ts:71,matched method and normalized route in actions
POST,api/clinic/queue/tickets/{id:guid}/urgent,QueueTicketsController.cs,MarkUrgent,wired,POST,/api/clinic/queue/tickets/${ticketId}/urgent,Frontend/actions/queue/tickets.ts:54,matched method and normalized route in actions
GET,api/clinic/reports/overview,ReportsController.cs,GetOverview,wired,GET,/api/clinic/reports/overview,Frontend/actions/reports/clinic-reports.ts:32,matched method and normalized route in actions
GET,api/clinic/reports/services,ReportsController.cs,GetServicesSales,wired,GET,/api/clinic/reports/services,Frontend/actions/reports/clinic-reports.ts:43,matched method and normalized route in actions
GET,api/clinic/reports/my-overview,ReportsController.cs,GetMyOverview,wired,GET,/api/clinic/reports/my-overview,Frontend/actions/reports/clinic-reports.ts:54,matched method and normalized route in actions
GET,api/clinic/self-service-requests,SelfServiceRequestsController.cs,GetAll,wired,GET,/api/clinic/self-service-requests,Frontend/actions/self-service/requests.ts:33,matched method and normalized route in actions
GET,api/clinic/self-service-requests/{requestId:guid},SelfServiceRequestsController.cs,GetById,wired,GET,/api/clinic/self-service-requests/${requestId},Frontend/actions/self-service/requests.ts:47,matched method and normalized route in actions
POST,api/clinic/self-service-requests/{requestId:guid}/approve,SelfServiceRequestsController.cs,Approve,wired,POST,/api/clinic/self-service-requests/${requestId}/approve,Frontend/actions/self-service/requests.ts:59,matched method and normalized route in actions
POST,api/clinic/self-service-requests/{requestId:guid}/reject,SelfServiceRequestsController.cs,Reject,wired,POST,/api/clinic/self-service-requests/${requestId}/reject,Frontend/actions/self-service/requests.ts:80,matched method and normalized route in actions
POST,api/clinic/self-service-requests/{requestId:guid}/request-reupload,SelfServiceRequestsController.cs,RequestReupload,wired,POST,/api/clinic/self-service-requests/${requestId}/request-reupload,Frontend/actions/self-service/requests.ts:101,matched method and normalized route in actions
POST,api/clinic/self-service-requests/{requestId:guid}/adjust-paid-amount,SelfServiceRequestsController.cs,AdjustPaidAmount,wired,POST,/api/clinic/self-service-requests/${requestId}/adjust-paid-amount,Frontend/actions/self-service/requests.ts:122,matched method and normalized route in actions
POST,api/clinic/staff,StaffController.cs,CreateStaff,wired,POST,/api/clinic/staff,Frontend/actions/staff/create-staff.ts:13,matched method and normalized route in actions
POST,api/clinic/staff/payroll-only,StaffController.cs,CreatePayrollOnlyWorker,wired,POST,/api/clinic/staff/payroll-only,Frontend/actions/staff/create-staff.ts:30,matched method and normalized route in actions
GET,api/clinic/staff,StaffController.cs,GetAllStaff,wired,GET,/api/clinic/staff,Frontend/actions/staff/get-staff.ts:15,matched method and normalized route in actions
GET,api/clinic/staff/{id:guid},StaffController.cs,GetStaffById,wired,GET,/api/clinic/staff/${staffId},Frontend/actions/staff/get-staff.ts:34,matched method and normalized route in actions
PUT,api/clinic/staff/{id:guid},StaffController.cs,UpdateStaff,wired,PUT,/api/clinic/staff/${data.id},Frontend/actions/staff/update-staff.ts:21,matched method and normalized route in actions
PATCH,api/clinic/staff/{id:guid},StaffController.cs,PatchStaff,wired,PATCH,/api/clinic/staff/${id},Frontend/actions/staff/update-staff.ts:40,matched method and normalized route in actions
POST,api/clinic/staff/{id:guid}/enable,StaffController.cs,EnableStaff,wired,POST,/api/clinic/staff/${staffId}/enable,Frontend/actions/staff/toggle-staff-status.ts:33,matched method and normalized route in actions
POST,api/clinic/staff/{id:guid}/disable,StaffController.cs,DisableStaff,wired,POST,/api/clinic/staff/${staffId}/disable,Frontend/actions/staff/toggle-staff-status.ts:43,matched method and normalized route in actions
POST,api/platform/subscriptions,SubscriptionsController.cs,CreateSubscription,wired,POST,/api/platform/subscriptions,Frontend/actions/platform/subscriptions.ts:24,matched method and normalized route in actions
GET,api/platform/subscriptions,SubscriptionsController.cs,GetAllSubscriptions,wired,GET,/api/platform/subscriptions,Frontend/actions/platform/subscriptions.ts:18,matched method and normalized route in actions
POST,api/platform/subscriptions/{id}/extend,SubscriptionsController.cs,ExtendSubscription,wired,POST,/api/platform/subscriptions/${id}/extend,Frontend/actions/platform/subscriptions.ts:36,matched method and normalized route in actions
POST,api/platform/subscriptions/{id}/cancel,SubscriptionsController.cs,CancelSubscription,wired,POST,/api/platform/subscriptions/${id}/cancel,Frontend/actions/platform/subscriptions.ts:48,matched method and normalized route in actions
POST,api/platform/subscriptions/{id}/mark-paid,SubscriptionsController.cs,MarkPaid,wired,POST,/api/platform/subscriptions/${id}/mark-paid,Frontend/actions/platform/subscriptions.ts:60,matched method and normalized route in actions
POST,api/platform/tenants,TenantsController.cs,CreateTenant,wired,POST,/api/platform/tenants,Frontend/actions/platform/create-tenant.ts:12,matched method and normalized route in actions
GET,api/platform/tenants,TenantsController.cs,GetAllTenants,wired,GET,/api/platform/tenants,Frontend/actions/platform/get-tenants.ts:8,matched method and normalized route in actions
GET,api/platform/tenants/{id},TenantsController.cs,GetTenantById,wired,GET,/api/platform/tenants/${tenantId},Frontend/actions/platform/get-tenants.ts:15,matched method and normalized route in actions
PUT,api/platform/tenants/{id},TenantsController.cs,UpdateTenant,wired,PUT,/api/platform/tenants/${tenantId},Frontend/actions/platform/create-tenant.ts:28,matched method and normalized route in actions
POST,api/platform/tenants/{id}/activate,TenantsController.cs,ActivateTenant,wired,POST,/api/platform/tenants/${id}/activate,Frontend/actions/platform/tenant-actions.ts:9,matched method and normalized route in actions
POST,api/platform/tenants/{id}/suspend,TenantsController.cs,SuspendTenant,wired,POST,/api/platform/tenants/${id}/suspend,Frontend/actions/platform/tenant-actions.ts:15,matched method and normalized route in actions
POST,api/platform/tenants/{id}/block,TenantsController.cs,BlockTenant,wired,POST,/api/platform/tenants/${id}/block,Frontend/actions/platform/tenant-actions.ts:21,matched method and normalized route in actions
DELETE,api/platform/tenants/{id},TenantsController.cs,DeleteTenant,wired,DELETE,/api/platform/tenants/${id},Frontend/actions/platform/delete-tenant.ts:8,matched method and normalized route in actions
POST,api/clinic/visits,VisitsController.cs,CreateVisit,wired,POST,/api/clinic/visits/,Frontend/actions/labs/create-lab-partner-order.ts:24,matched method and normalized route in actions
PUT,api/clinic/visits/{id:guid},VisitsController.cs,UpdateVisit,wired,PUT,/api/clinic/visits/${visitId},Frontend/actions/visit/update-visit.ts:16,matched method and normalized route in actions
POST,api/clinic/visits/{id:guid}/complete,VisitsController.cs,CompleteVisit,wired,POST,/api/clinic/visits/${visitId}/complete,Frontend/actions/visit/complete-visit.ts:15,matched method and normalized route in actions
GET,api/clinic/visits/{id:guid},VisitsController.cs,GetVisit,wired,GET,/api/clinic/visits/${visitId},Frontend/actions/visit/get-visit.ts:22,matched method and normalized route in actions
GET,api/clinic/patients/{patientId:guid}/visits,VisitsController.cs,GetPatientVisits,wired,GET,/api/clinic/patients/${patientId}/visits?${queryParams.toString()},Frontend/actions/patient/get-patient-profile.ts:48,matched method and normalized route in actions
GET,api/clinic/patients/{patientId:guid}/summary,VisitsController.cs,GetPatientSummary,wired,GET,/api/clinic/patients/${patientId}/summary,Frontend/actions/patient/get-patient-summary.ts:29,matched method and normalized route in actions
GET,api/clinic/visits/my,VisitsController.cs,GetMyVisits,wired,GET,/api/clinic/visits/my,Frontend/actions/doctor/get-my-today-visits.ts:18,matched method and normalized route in actions
GET,api/clinic/visits/my/patients,VisitsController.cs,GetMyPatients,wired,GET,/api/clinic/visits/my/patients,Frontend/actions/visit/advanced.ts:17,matched method and normalized route in actions
GET,api/clinic/visits/maintenance/stale-open,VisitsController.cs,GetStaleOpenVisits,wired,GET,/api/clinic/visits/maintenance/stale-open,Frontend/actions/visit/advanced.ts:31,matched method and normalized route in actions
POST,api/clinic/visits/maintenance/{id:guid}/close,VisitsController.cs,CloseStaleVisit,wired,POST,/api/clinic/visits/maintenance/${visitId}/close,Frontend/actions/visit/advanced.ts:46,matched method and normalized route in actions
POST,api/clinic/visits/{id:guid}/inventory-usage,VisitsController.cs,RecordInventoryUsage,wired,POST,/api/clinic/visits/${visitId}/inventory-usage,Frontend/actions/visit/advanced.ts:62,matched method and normalized route in actions
POST,api/clinic/workforce/doctors/{doctorId:guid}/compensation-rules,WorkforceController.cs,CreateCompensationRule,wired,POST,/api/clinic/workforce/doctors/${doctorId}/compensation-rules,Frontend/actions/workforce/workforce.ts:54,matched method and normalized route in actions
GET,api/clinic/workforce/doctors/{doctorId:guid}/compensation-rules,WorkforceController.cs,ListCompensationRules,wired,GET,/api/clinic/workforce/doctors/${doctorId}/compensation-rules,Frontend/actions/workforce/workforce.ts:34,matched method and normalized route in actions
POST,api/clinic/workforce/attendance,WorkforceController.cs,CreateAttendance,wired,POST,/api/clinic/workforce/attendance,Frontend/actions/workforce/workforce.ts:95,matched method and normalized route in actions
POST,api/clinic/workforce/absence,WorkforceController.cs,CreateAbsence,wired,POST,/api/clinic/workforce/absence,Frontend/actions/workforce/workforce.ts:153,matched method and normalized route in actions
GET,api/clinic/workforce/absence,WorkforceController.cs,ListAbsence,wired,GET,/api/clinic/workforce/absence,Frontend/actions/workforce/workforce.ts:133,matched method and normalized route in actions
PUT,api/clinic/workforce/attendance/{attendanceId:guid}/checkout,WorkforceController.cs,CheckOutAttendance,wired,PUT,/api/clinic/workforce/attendance/${attendanceId}/checkout,Frontend/actions/workforce/workforce.ts:113,matched method and normalized route in actions
GET,api/clinic/workforce/attendance,WorkforceController.cs,ListAttendance,wired,GET,/api/clinic/workforce/attendance,Frontend/actions/workforce/workforce.ts:74,matched method and normalized route in actions
POST,api/clinic/workforce/salary-payouts,WorkforceController.cs,CreateSalaryPayout,wired,POST,/api/clinic/workforce/salary-payouts,Frontend/actions/workforce/workforce.ts:176,matched method and normalized route in actions
POST,api/clinic/workforce/daily-closing/generate,WorkforceController.cs,GenerateDailyClosing,wired,POST,/api/clinic/workforce/daily-closing/generate,Frontend/actions/workforce/workforce.ts:194,matched method and normalized route in actions
GET,api/clinic/workforce/daily-closing,WorkforceController.cs,GetDailyClosingSnapshots,wired,GET,/api/clinic/workforce/daily-closing,Frontend/actions/workforce/workforce.ts:218,matched method and normalized route in actions
