HttpVerb,RouteLiteral,NormalizedRoute,FrontendFile,Line
POST,/api/platform/tenants/,api/platform/tenants,Frontend/actions/platform/tenant-actions.ts,21
POST,/api/platform/tenants/${id}/block,api/platform/tenants/{}/block,Frontend/actions/platform/tenant-actions.ts,21
POST,/api/clinic/visits/,api/clinic/visits,Frontend/actions/prescription/create-prescription-partner-order.ts,24
POST,/api/clinic/visits/${visitId}/prescriptions/${prescriptionId}/partner-order,api/clinic/visits/{}/prescriptions/{}/partner-order,Frontend/actions/prescription/create-prescription-partner-order.ts,24
POST,/api/clinic/visits/,api/clinic/visits,Frontend/actions/prescription/create-prescription.ts,16
POST,/api/clinic/visits/${visitId}/prescriptions,api/clinic/visits/{}/prescriptions,Frontend/actions/prescription/create-prescription.ts,16
DELETE,/api/clinic/visits/,api/clinic/visits,Frontend/actions/prescription/delete-prescription.ts,12
DELETE,/api/clinic/visits/${visitId}/prescriptions/${prescriptionId},api/clinic/visits/{}/prescriptions/{},Frontend/actions/prescription/delete-prescription.ts,12
GET,/api/clinic/visits/,api/clinic/visits,Frontend/actions/prescription/prescriptions.ts,11
GET,/api/clinic/visits/${visitId}/prescriptions,api/clinic/visits/{}/prescriptions,Frontend/actions/prescription/prescriptions.ts,11
GET,/api/clinic/visits/,api/clinic/visits,Frontend/actions/prescription/prescriptions.ts,23
GET,/api/clinic/visits/${visitId}/prescriptions/${prescriptionId}/revisions,api/clinic/visits/{}/prescriptions/{}/revisions,Frontend/actions/prescription/prescriptions.ts,23
PUT,/api/clinic/visits/,api/clinic/visits,Frontend/actions/prescription/update-prescription.ts,14
PUT,/api/clinic/visits/${visitId}/prescriptions/${prescriptionId},api/clinic/visits/{}/prescriptions/{},Frontend/actions/prescription/update-prescription.ts,14
GET,/api/public/,api/public,Frontend/actions/public/landing.ts,17
GET,/api/public/${slug}/landing,api/public/{}/landing,Frontend/actions/public/landing.ts,17
GET,/api/public/,api/public,Frontend/actions/public/landing.ts,24
GET,/api/public/${slug}/clinic,api/public/{}/clinic,Frontend/actions/public/landing.ts,24
GET,/api/public/,api/public,Frontend/actions/public/landing.ts,31
GET,/api/public/${slug}/doctors,api/public/{}/doctors,Frontend/actions/public/landing.ts,31
GET,/api/public/,api/public,Frontend/actions/public/landing.ts,40
GET,/api/public/${slug}/doctors/available-now,api/public/{}/doctors/available-now,Frontend/actions/public/landing.ts,40
GET,/api/public/,api/public,Frontend/actions/public/landing.ts,47
GET,/api/public/${slug}/services,api/public/{}/services,Frontend/actions/public/landing.ts,47
GET,/api/public/,api/public,Frontend/actions/public/landing.ts,56
GET,/api/public/${slug}/payment-options,api/public/{}/payment-options,Frontend/actions/public/landing.ts,56
GET,/api/public/,api/public,Frontend/actions/public/landing.ts,65
GET,/api/public/${slug}/working-hours,api/public/{}/working-hours,Frontend/actions/public/landing.ts,65
GET,/api/public/,api/public,Frontend/actions/public/landing.ts,88
GET,/api/public/${slug}/marketplace/items,api/public/{}/marketplace/items,Frontend/actions/public/landing.ts,88
GET,/api/public/${slug}/marketplace/items?${query},api/public/{}/marketplace/items,Frontend/actions/public/landing.ts,88
GET,/api/public/,api/public,Frontend/actions/public/landing.ts,98
GET,/api/public/${slug}/marketplace/items/${itemId},api/public/{}/marketplace/items/{},Frontend/actions/public/landing.ts,98
POST,/api/public/,api/public,Frontend/actions/public/landing.ts,114
POST,/api/public/${slug}/marketplace/orders,api/public/{}/marketplace/orders,Frontend/actions/public/landing.ts,114
GET,/api/auth/me,api/auth/me,Frontend/actions/queue/open-my-session.ts,24
GET,/api/clinic/doctors,api/clinic/doctors,Frontend/actions/queue/open-my-session.ts,27
POST,/api/clinic/queue/sessions,api/clinic/queue/sessions,Frontend/actions/queue/open-my-session.ts,45
GET,/api/clinic/queue/board,api/clinic/queue/board,Frontend/actions/queue/queue-board.ts,7
POST,/api/clinic/queue/sessions,api/clinic/queue/sessions,Frontend/actions/queue/sessions.ts,13
POST,/api/clinic/queue/sessions/,api/clinic/queue/sessions,Frontend/actions/queue/sessions.ts,30
POST,/api/clinic/queue/sessions/${sessionId}/close,api/clinic/queue/sessions/{}/close,Frontend/actions/queue/sessions.ts,30
POST,/api/clinic/queue/sessions/close-all,api/clinic/queue/sessions/close-all,Frontend/actions/queue/sessions.ts,45
GET,/api/clinic/queue/sessions,api/clinic/queue/sessions,Frontend/actions/queue/sessions.ts,64
GET,/api/clinic/queue/sessions${query},api/clinic/queue/sessions,Frontend/actions/queue/sessions.ts,64
GET,/api/clinic/queue/sessions/,api/clinic/queue/sessions,Frontend/actions/queue/sessions.ts,75
GET,/api/clinic/queue/sessions/${sessionId},api/clinic/queue/sessions/{},Frontend/actions/queue/sessions.ts,75
GET,/api/clinic/queue/sessions/,api/clinic/queue/sessions,Frontend/actions/queue/sessions.ts,86
GET,/api/clinic/queue/sessions/${sessionId}/tickets,api/clinic/queue/sessions/{}/tickets,Frontend/actions/queue/sessions.ts,86
POST,/api/clinic/queue/tickets/with-payment,api/clinic/queue/tickets/with-payment,Frontend/actions/queue/tickets.ts,12
POST,/api/clinic/queue/tickets,api/clinic/queue/tickets,Frontend/actions/queue/tickets.ts,33
POST,/api/clinic/queue/tickets/,api/clinic/queue/tickets,Frontend/actions/queue/tickets.ts,54
POST,/api/clinic/queue/tickets/${ticketId}/urgent,api/clinic/queue/tickets/{}/urgent,Frontend/actions/queue/tickets.ts,54
POST,/api/clinic/queue/tickets/,api/clinic/queue/tickets,Frontend/actions/queue/tickets.ts,71
POST,/api/clinic/queue/tickets/${ticketId}/cancel,api/clinic/queue/tickets/{}/cancel,Frontend/actions/queue/tickets.ts,71
POST,/api/clinic/queue/tickets/,api/clinic/queue/tickets,Frontend/actions/queue/tickets.ts,88
POST,/api/clinic/queue/tickets/${ticketId}/call,api/clinic/queue/tickets/{}/call,Frontend/actions/queue/tickets.ts,88
POST,/api/clinic/queue/tickets/,api/clinic/queue/tickets,Frontend/actions/queue/tickets.ts,105
POST,/api/clinic/queue/tickets/${ticketId}/start-visit,api/clinic/queue/tickets/{}/start-visit,Frontend/actions/queue/tickets.ts,105
POST,/api/clinic/queue/tickets/,api/clinic/queue/tickets,Frontend/actions/queue/tickets.ts,125
POST,/api/clinic/queue/tickets/${ticketId}/finish,api/clinic/queue/tickets/{}/finish,Frontend/actions/queue/tickets.ts,125
POST,/api/clinic/queue/tickets/,api/clinic/queue/tickets,Frontend/actions/queue/tickets.ts,142
POST,/api/clinic/queue/tickets/${ticketId}/skip,api/clinic/queue/tickets/{}/skip,Frontend/actions/queue/tickets.ts,142
GET,/api/clinic/reports/overview,api/clinic/reports/overview,Frontend/actions/reports/clinic-reports.ts,32
GET,/api/clinic/reports/overview${toQueryString(filters)},api/clinic/reports/overview,Frontend/actions/reports/clinic-reports.ts,32
GET,/api/clinic/reports/services,api/clinic/reports/services,Frontend/actions/reports/clinic-reports.ts,43
GET,/api/clinic/reports/services${toQueryString(filters)},api/clinic/reports/services,Frontend/actions/reports/clinic-reports.ts,43
GET,/api/clinic/reports/my-overview,api/clinic/reports/my-overview,Frontend/actions/reports/clinic-reports.ts,54
GET,/api/clinic/reports/my-overview${toQueryString(filters)},api/clinic/reports/my-overview,Frontend/actions/reports/clinic-reports.ts,54
GET,/api/clinic/self-service-requests,api/clinic/self-service-requests,Frontend/actions/self-service/requests.ts,33
GET,/api/clinic/self-service-requests${toQueryString(params)},api/clinic/self-service-requests,Frontend/actions/self-service/requests.ts,33
GET,/api/clinic/self-service-requests/,api/clinic/self-service-requests,Frontend/actions/self-service/requests.ts,47
GET,/api/clinic/self-service-requests/${requestId},api/clinic/self-service-requests/{},Frontend/actions/self-service/requests.ts,47
POST,/api/clinic/self-service-requests/,api/clinic/self-service-requests,Frontend/actions/self-service/requests.ts,59
POST,/api/clinic/self-service-requests/${requestId}/approve,api/clinic/self-service-requests/{}/approve,Frontend/actions/self-service/requests.ts,59
POST,/api/clinic/self-service-requests/,api/clinic/self-service-requests,Frontend/actions/self-service/requests.ts,80
POST,/api/clinic/self-service-requests/${requestId}/reject,api/clinic/self-service-requests/{}/reject,Frontend/actions/self-service/requests.ts,80
POST,/api/clinic/self-service-requests/,api/clinic/self-service-requests,Frontend/actions/self-service/requests.ts,101
POST,/api/clinic/self-service-requests/${requestId}/request-reupload,api/clinic/self-service-requests/{}/request-reupload,Frontend/actions/self-service/requests.ts,101
POST,/api/clinic/self-service-requests/,api/clinic/self-service-requests,Frontend/actions/self-service/requests.ts,122
POST,/api/clinic/self-service-requests/${requestId}/adjust-paid-amount,api/clinic/self-service-requests/{}/adjust-paid-amount,Frontend/actions/self-service/requests.ts,122
GET,/api/clinic/services,api/clinic/services,Frontend/actions/service/clinic-services.ts,22
GET,/api/clinic/services?${params.toString()},api/clinic/services,Frontend/actions/service/clinic-services.ts,22
GET,/api/clinic/services/,api/clinic/services,Frontend/actions/service/clinic-services.ts,37
GET,/api/clinic/services/${id},api/clinic/services/{},Frontend/actions/service/clinic-services.ts,37
POST,/api/clinic/services,api/clinic/services,Frontend/actions/service/clinic-services.ts,49
PATCH,/api/clinic/services/,api/clinic/services,Frontend/actions/service/clinic-services.ts,64
PATCH,/api/clinic/services/${id},api/clinic/services/{},Frontend/actions/service/clinic-services.ts,64
DELETE,/api/clinic/services/,api/clinic/services,Frontend/actions/service/clinic-services.ts,78
DELETE,/api/clinic/services/${id},api/clinic/services/{},Frontend/actions/service/clinic-services.ts,78
GET,/api/clinic/services/doctors/,api/clinic/services/doctors,Frontend/actions/service/doctor-services.ts,15
GET,/api/clinic/services/doctors/${doctorId}/links,api/clinic/services/doctors/{}/links,Frontend/actions/service/doctor-services.ts,15
PUT,/api/clinic/services/doctors/,api/clinic/services/doctors,Frontend/actions/service/doctor-services.ts,33
PUT,/api/clinic/services/doctors/${doctorId}/links/${clinicServiceId},api/clinic/services/doctors/{}/links/{},Frontend/actions/service/doctor-services.ts,33
DELETE,/api/clinic/services/doctors/,api/clinic/services/doctors,Frontend/actions/service/doctor-services.ts,51
DELETE,/api/clinic/services/doctors/${doctorId}/links/${clinicServiceId},api/clinic/services/doctors/{}/links/{},Frontend/actions/service/doctor-services.ts,51
GET,/api/clinic/settings,api/clinic/settings,Frontend/actions/settings/get-settings.ts,10
GET,/api/clinic/settings/payment-options,api/clinic/settings/payment-options,Frontend/actions/settings/get-settings.ts,19
PUT,/api/clinic/settings,api/clinic/settings,Frontend/actions/settings/update-settings.ts,9
PATCH,/api/clinic/settings,api/clinic/settings,Frontend/actions/settings/update-settings.ts,26
PUT,/api/clinic/settings/payment-methods,api/clinic/settings/payment-methods,Frontend/actions/settings/update-settings.ts,43
POST,/api/clinic/media/clinic-logo,api/clinic/media/clinic-logo,Frontend/actions/settings/upload-logo.ts,11
POST,/api/clinic/media/clinic-image,api/clinic/media/clinic-image,Frontend/actions/settings/upload-logo.ts,29
POST,/api/clinic/staff,api/clinic/staff,Frontend/actions/staff/create-staff.ts,13
POST,/api/clinic/staff/payroll-only,api/clinic/staff/payroll-only,Frontend/actions/staff/create-staff.ts,30
GET,/api/clinic/staff,api/clinic/staff,Frontend/actions/staff/get-staff.ts,15
GET,/api/clinic/staff?${query},api/clinic/staff,Frontend/actions/staff/get-staff.ts,15
GET,/api/clinic/staff/,api/clinic/staff,Frontend/actions/staff/get-staff.ts,34
GET,/api/clinic/staff/${staffId},api/clinic/staff/{},Frontend/actions/staff/get-staff.ts,34
POST,/api/clinic/staff/,api/clinic/staff,Frontend/actions/staff/toggle-staff-status.ts,16
POST,/api/clinic/staff/${staffId}/${action},api/clinic/staff/{}/{},Frontend/actions/staff/toggle-staff-status.ts,16
POST,/api/clinic/staff/,api/clinic/staff,Frontend/actions/staff/toggle-staff-status.ts,33
POST,/api/clinic/staff/${staffId}/enable,api/clinic/staff/{}/enable,Frontend/actions/staff/toggle-staff-status.ts,33
POST,/api/clinic/staff/,api/clinic/staff,Frontend/actions/staff/toggle-staff-status.ts,43
POST,/api/clinic/staff/${staffId}/disable,api/clinic/staff/{}/disable,Frontend/actions/staff/toggle-staff-status.ts,43
PUT,/api/clinic/staff/,api/clinic/staff,Frontend/actions/staff/update-staff.ts,21
PUT,/api/clinic/staff/${data.id},api/clinic/staff/{},Frontend/actions/staff/update-staff.ts,21
PATCH,/api/clinic/staff/,api/clinic/staff,Frontend/actions/staff/update-staff.ts,40
PATCH,/api/clinic/staff/${id},api/clinic/staff/{},Frontend/actions/staff/update-staff.ts,40
GET,/api/clinic/visits/my/patients,api/clinic/visits/my/patients,Frontend/actions/visit/advanced.ts,17
GET,/api/clinic/visits/my/patients${query ? ,api/clinic/visits/my/patients${query,Frontend/actions/visit/advanced.ts,17
GET,/api/clinic/visits/maintenance/stale-open,api/clinic/visits/maintenance/stale-open,Frontend/actions/visit/advanced.ts,31
GET,/api/clinic/visits/maintenance/stale-open?olderThanHours=${olderThanHours},api/clinic/visits/maintenance/stale-open,Frontend/actions/visit/advanced.ts,31
POST,/api/clinic/visits/maintenance/,api/clinic/visits/maintenance,Frontend/actions/visit/advanced.ts,46
POST,/api/clinic/visits/maintenance/${visitId}/close,api/clinic/visits/maintenance/{}/close,Frontend/actions/visit/advanced.ts,46
POST,/api/clinic/visits/,api/clinic/visits,Frontend/actions/visit/advanced.ts,62
POST,/api/clinic/visits/${visitId}/inventory-usage,api/clinic/visits/{}/inventory-usage,Frontend/actions/visit/advanced.ts,62
POST,/api/clinic/visits/,api/clinic/visits,Frontend/actions/visit/complete-visit.ts,15
POST,/api/clinic/visits/${visitId}/complete,api/clinic/visits/{}/complete,Frontend/actions/visit/complete-visit.ts,15
GET,/api/clinic/patients/,api/clinic/patients,Frontend/actions/visit/get-patient-visit.ts,12
GET,/api/clinic/patients/${patientId}/visits?pageNumber=1&pageSize=1,api/clinic/patients/{}/visits,Frontend/actions/visit/get-patient-visit.ts,12
GET,/api/clinic/visits/,api/clinic/visits,Frontend/actions/visit/get-visit.ts,22
GET,/api/clinic/visits/${visitId},api/clinic/visits/{},Frontend/actions/visit/get-visit.ts,22
PUT,/api/clinic/visits/,api/clinic/visits,Frontend/actions/visit/update-visit.ts,16
PUT,/api/clinic/visits/${visitId},api/clinic/visits/{},Frontend/actions/visit/update-visit.ts,16
GET,/api/clinic/workforce/doctors/,api/clinic/workforce/doctors,Frontend/actions/workforce/workforce.ts,34
GET,/api/clinic/workforce/doctors/${doctorId}/compensation-rules,api/clinic/workforce/doctors/{}/compensation-rules,Frontend/actions/workforce/workforce.ts,34
POST,/api/clinic/workforce/doctors/,api/clinic/workforce/doctors,Frontend/actions/workforce/workforce.ts,54
POST,/api/clinic/workforce/doctors/${doctorId}/compensation-rules,api/clinic/workforce/doctors/{}/compensation-rules,Frontend/actions/workforce/workforce.ts,54
GET,/api/clinic/workforce/attendance,api/clinic/workforce/attendance,Frontend/actions/workforce/workforce.ts,74
GET,/api/clinic/workforce/attendance${toDateRangeQuery(filters)},api/clinic/workforce/attendance,Frontend/actions/workforce/workforce.ts,74
POST,/api/clinic/workforce/attendance,api/clinic/workforce/attendance,Frontend/actions/workforce/workforce.ts,95
PUT,/api/clinic/workforce/attendance/,api/clinic/workforce/attendance,Frontend/actions/workforce/workforce.ts,113
PUT,/api/clinic/workforce/attendance/${attendanceId}/checkout,api/clinic/workforce/attendance/{}/checkout,Frontend/actions/workforce/workforce.ts,113
GET,/api/clinic/workforce/absence,api/clinic/workforce/absence,Frontend/actions/workforce/workforce.ts,133
GET,/api/clinic/workforce/absence${toDateRangeQuery(filters)},api/clinic/workforce/absence,Frontend/actions/workforce/workforce.ts,133
POST,/api/clinic/workforce/absence,api/clinic/workforce/absence,Frontend/actions/workforce/workforce.ts,153
POST,/api/clinic/workforce/salary-payouts,api/clinic/workforce/salary-payouts,Frontend/actions/workforce/workforce.ts,176
POST,/api/clinic/workforce/daily-closing/generate,api/clinic/workforce/daily-closing/generate,Frontend/actions/workforce/workforce.ts,194
POST,/api/clinic/workforce/daily-closing/generate${query},api/clinic/workforce/daily-closing/generate,Frontend/actions/workforce/workforce.ts,194
GET,/api/clinic/workforce/daily-closing,api/clinic/workforce/daily-closing,Frontend/actions/workforce/workforce.ts,218
GET,/api/clinic/workforce/daily-closing${query ? ,api/clinic/workforce/daily-closing${query,Frontend/actions/workforce/workforce.ts,218
